Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL,m3,R$
2011,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,58,773.99
2012,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,44,634.36
2023,10,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,10,226.5
2007,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,68.6
2008,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,16,144.48
2010,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,33,385.84
2011,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,18,207.85
2012,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,36,507.64
2023,11,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,26,682.87
2007,12,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,68.6
2008,12,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,624,649,10,120.52
2011,12,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,25,301.87
2012,12,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,A04L054783,0,0,19,238.36
2023,12,UNB ASSOS. DOS SERVID. ASFUB LIG. 2,4758552,Y17N419285,0,0,20,508.9
2007,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,871.27
2008,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2009,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,77.2
2011,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2012,1,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2007,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,5,66.6
2008,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2009,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,77.2
2011,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,81.68
2012,2,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,87.51
2007,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,2,66.8
2008,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,69.0
2009,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,81.17
2011,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.8
2012,3,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,87.47
2007,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,3,68.6
2008,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2009,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,77.2
2010,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,4,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2008,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2009,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,77.2
2010,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,5,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2008,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2009,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,77.2
2010,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,82.82
2011,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,6,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,7,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2008,7,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,7,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,7,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,7,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,8,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2008,8,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,8,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,81.2
2011,8,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,8,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,96.77
2007,9,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,68.6
2008,9,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,9,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,9,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,86.2
2012,9,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,96.77
2007,10,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,18,159.16
2008,10,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2010,10,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,10,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,87.06
2012,10,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,11,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,11,79.92
2008,11,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,14,120.52
2010,11,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,80.4
2011,11,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,87.07
2012,11,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,12,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,12,91.24
2008,12,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,50,59,10,72.6
2011,12,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,87.07
2012,12,UNB BANCA DE REVISTA COLINA,4841671,A06A080132,0,0,10,95.8
2007,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,24,220.6
2008,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,10,68.6
2009,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,16,144.48
2010,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,27,293.78
2011,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,25,279.6
2012,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,32,399.48
2013,1,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,31,428.44
2007,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,21,187.6
2008,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,10,68.6
2009,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,11,84.58
2010,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,27,293.78
2011,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,32,377.05
2012,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,34,436.77
2013,2,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,32,444.28
2007,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,25,232.1
2008,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,18,160.04
2009,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,11,84.58
2010,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,26,295.81
2011,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,32,374.28
2012,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,34,434.16
2013,3,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,44,638.36
2007,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,86,928.92
2008,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,33,348.14
2009,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,0,115.42
2010,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,33,385.84
2011,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,26,314.04
2012,4,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,47,681.88
2007,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,75,804.4
2008,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,41,443.98
2009,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,39,446.66
2010,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,48,585.04
2011,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,55,727.0
2012,5,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,74,1109.56
2007,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,96,1042.12
2008,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,41,1042.12
2009,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,34,382.96
2010,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,79,1006.48
2011,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,86,1168.44
2012,6,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,101,1537.24
2007,7,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,115,1257.2
2008,7,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,50,551.8
2010,7,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,28,319.44
2011,7,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,106,1453.24
2012,7,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,102,1553.08
2007,8,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,112,1223.24
2008,8,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,48,527.84
2010,8,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,129,1663.91
2011,8,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,146,2022.84
2012,8,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,153,2377.91
2007,9,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,10,68.6
2008,9,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,52,575.76
2010,9,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,77,970.16
2011,9,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,132,1823.48
2012,9,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,153,2377.91
2007,10,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,115,16257.2
2008,10,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,35,372.1
2010,10,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,33,395.54
2011,10,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,313,4419.15
2012,10,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,113,1727.32
2007,11,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,74,793.08
2008,11,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,36,384.08
2010,11,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,25,279.6
2011,11,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,84,1184.15
2012,11,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,80,1204.6
2007,12,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,75,804.4
2008,12,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,712,817,29,300.22
2011,12,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,44,582.2
2012,12,UNB BANCO DO BRASIL LIGAÇÃO 01,4790049,C03N001205,0,0,80,1204.6
2007,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,66.6
2008,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2009,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,77.2
2011,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,20,213.2
2012,1,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,86.2
2013,1,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,95.8
2007,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,1,66.6
2008,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2009,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,77.2
2011,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,12,109.53
2012,2,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,87.51
2013,2,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,97.7
2007,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,66.8
2008,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,69.0
2009,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,81.17
2011,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,80.8
2012,3,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,87.47
2013,3,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,98.35
2007,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2009,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,77.2
2010,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,12,106.96
2011,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,11,100.44
2012,4,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2013,4,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,106.48
2007,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2009,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,77.2
2010,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,11,93.68
2011,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,86.2
2012,5,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2013,5,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,105.0
2007,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2009,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,77.2
2010,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,11,96.36
2011,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,86.2
2012,6,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2013,6,UNB BANCO REAL LIGAÇÃO 01,4790073,A08S428203,0,0,10,105.0
2007,7,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,7,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,7,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,15,146.8
2011,7,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,86.2
2012,7,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2007,8,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,8,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,8,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,14,134.98
2011,8,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,11,100.44
2012,8,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,34,476.93
2007,9,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,63,668.56
2008,9,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,9,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,23,253.04
2011,9,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,86.2
2012,9,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,34,476.93
2007,10,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,10,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,10,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,1332,120.24
2011,10,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,11,101.3
2012,10,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2007,11,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,11,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2010,11,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,1620,160.08
2011,11,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,12,115.69
2012,11,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2007,12,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,68.6
2008,12,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,25,25,10,72.6
2011,12,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,87.35
2012,12,UNB BANCO REAL LIGAÇÃO 01,4790073,C03N000596,0,0,10,95.8
2007,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,33,319.6
2008,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,51,532.72
2009,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,44,479.92
2010,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,57,675.98
2011,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,68,850.64
2012,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,99,1353.56
2013,1,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,58,856.12
2007,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,48,484.6
2008,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,40,408.2
2009,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,52,575.76
2010,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,57,675.98
2011,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,58,729.37
2012,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,118,1646.95
2013,2,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,43,635.79
2007,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,45,452.5
2008,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,38,387.64
2009,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,62,695.56
2010,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,95,1215.95
2011,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,62,774.48
2012,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,104,1447.26
2013,3,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,45,654.3
2007,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,75,804.4
2008,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,58,647.64
2009,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,66,790.64
2010,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,86,1089.68
2011,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,81,1097.24
2012,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,95,1442.2
2013,4,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,44,694.56
2007,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,63,668.56
2008,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,64,719.52
2009,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,77,930.78
2010,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,87,1102.96
2011,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,116,1595.64
2012,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,89,1347.16
2013,5,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,32,486.48
2007,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,72,770.44
2008,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,72,770.44
2009,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,84,1019.96
2010,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,92,1204.56
2011,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,99,1353.56
2012,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,99,1505.56
2013,6,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,32,486.48
2007,7,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,75,804.4
2008,7,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,94,1078.92
2010,7,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,125,1607.6
2011,7,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,108,1481.72
2012,7,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,82,1236.28
2007,8,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,68,725.16
2008,8,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,54,599.72
2010,8,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,79,1012.79
2011,8,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,120,1652.6
2012,8,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,102,1563.89
2007,9,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,10,68.6
2008,9,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,107,1234.66
2010,9,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,115,1474.8
2011,9,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,128,1766.52
2012,9,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,102,1563.89
2007,10,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,65,691.2
2008,10,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,123,1426.34
2010,10,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,59,731.12
2011,10,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,147,2054.74
2012,10,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,108,1648.12
2007,11,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,64,649.88
2008,11,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,116,1342.48
2010,11,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,58,717.84
2011,11,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,89,1231.7
2012,11,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,105,1600.6
2007,12,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,65,691.2
2008,12,UNB CANTINA CHICO MENDES,4790091,A06A039940,675,738,55,611.7
2011,12,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,109,1508.27
2012,12,UNB CANTINA CHICO MENDES,4790091,A06A039940,0,0,59,871.96
2007,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E03N000829,8870,9541,2968,32604.6
2008,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E03N000829,8870,9541,839,9452.88
2009,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E03N000829,8870,9541,706,8410.68
2010,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E03N000829,0,0,681,8625.74
2011,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E03N000829,0,0,604,7968.72
2016,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,0,0,450,2322.0
2017,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,0,0,528,4082.83
2018,1,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,0,0,450,2655.0
